flavor_a,flavor_b,pair_key,pair_count,document_cooccurrence_count,same_sentence_cooccurrence_count,same_sentence_evidence_document_count,explicit_mix_count,document_level_positive_count,document_level_negative_count,document_level_role_count,same_sentence_positive_count,same_sentence_negative_count,same_sentence_role_count,document_level_positive_ratio,document_level_negative_ratio,document_level_role_ratio,same_sentence_positive_ratio,same_sentence_negative_ratio,same_sentence_role_ratio,template_evidence_count,positive_evidence_count,negative_evidence_count,role_evidence_count,is_product_name_derived,has_explicit_mix_expression,excluded_as_product_name_pair,is_parent_child_pair,parent_child_reason,evidence_rows_before_dedup,evidence_rows_after_dedup,evidence_duplicates_removed
ココナッツ,ハニー,ココナッツ||ハニー,2,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
シガー,チョコレート,シガー||チョコレート,2,2,1,1,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
ブルーベリー,ベリー,ブルーベリー||ベリー,2,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,True,False,True,True,ベリー is contained in ブルーベリー,567,509,58
コニャック,シガー,コニャック||シガー,2,2,0,0,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
ピーチ,マンゴー,ピーチ||マンゴー,2,2,2,2,0,1,0,0,1,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0,1,0,0,False,False,False,False,,567,509,58
アールグレイ,キャラメル,アールグレイ||キャラメル,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
グアバ,ブルーベリー,グアバ||ブルーベリー,2,2,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,False,False,False,False,,567,509,58
グアバ,リコリス,グアバ||リコリス,2,2,1,1,0,0,1,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
プラム,ベリー,プラム||ベリー,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
アイス,ライチ,アイス||ライチ,2,2,1,1,1,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
ハニー,ミルク,ハニー||ミルク,2,2,1,1,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
グアバ,パイナップル,グアバ||パイナップル,2,2,2,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
グレープミント,ミント,グレープミント||ミント,2,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,True,False,True,True,ミント is contained in グレープミント,567,509,58
ザクロ,ミント,ザクロ||ミント,2,2,0,0,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
アイス,オレンジ,アイス||オレンジ,2,2,2,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
チョコレート,ミルク,チョコレート||ミルク,2,2,0,0,0,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,5,0,0,0,False,False,False,False,,567,509,58
グレープ,ライム,グレープ||ライム,2,2,1,1,1,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,3,0,0,0,False,True,False,False,,567,509,58
カルダモン,レモン,カルダモン||レモン,2,2,1,1,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
キャラメル,バニラ,キャラメル||バニラ,2,2,1,1,1,1,0,0,1,0,0,0.5,0.0,0.0,1.0,0.0,0.0,0,1,0,0,False,True,False,False,,567,509,58
グアバ,ダブルアップル,グアバ||ダブルアップル,2,2,1,1,0,0,1,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
ジャスミン,ミント,ジャスミン||ミント,2,2,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,False,False,False,False,,567,509,58
ココナッツ,バニラ,ココナッツ||バニラ,2,2,0,0,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,False,False,False,False,,567,509,58
オレンジ,ライチ,オレンジ||ライチ,2,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
グアバ,パッションフルーツ,グアバ||パッションフルーツ,2,2,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
グレープフルーツ,パッションフルーツ,グレープフルーツ||パッションフルーツ,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
オレンジ,ベリー,オレンジ||ベリー,2,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
グレープフルーツ,ライチ,グレープフルーツ||ライチ,2,2,2,2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
パイナップル,ミント,パイナップル||ミント,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
グアバ,ベリー,グアバ||ベリー,2,2,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,False,False,False,False,,567,509,58
アールグレイ,レモン,アールグレイ||レモン,2,2,0,0,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,11,0,0,0,False,False,False,False,,567,509,58
チョコレート,ミント,チョコレート||ミント,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,False,False,False,False,,567,509,58
ダブルアップル,ミント,ダブルアップル||ミント,2,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,True,False,False,,567,509,58
パッションフルーツ,ミント,パッションフルーツ||ミント,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,False,False,False,False,,567,509,58
バニラ,レモン,バニラ||レモン,2,2,0,0,0,1,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,9,0,0,0,False,False,False,False,,567,509,58
グレープフルーツ,ミント,グレープフルーツ||ミント,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,False,False,,567,509,58
バニラ,ミント,バニラ||ミント,2,2,1,1,0,0,1,1,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,5,0,0,0,False,False,False,False,,567,509,58
