source_site,source_type,article_id,article_url,article_title,target_brand,target_flavor_raw,target_flavor_normalized,table_index,row_index,cell_index,header_cell_text,source_heading,source_text,recommended_flavor_raw,recommended_flavor_normalized,directed_pair_key,mix_pair_key,extraction_status,exclusion_reason,is_valid_pair,is_self_pair,is_duplicate_pair
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,1,フルーツ系,Al Fakherココナッツのおすすめミックス,ピーチ/マンゴー パイン/ライチ ストロベリー/レモン ブルーベリー/メロン ライム,レモン,レモン,ココナッツ -> レモン,ココナッツ||レモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,1,フルーツ系,Al Fakherココナッツのおすすめミックス,ピーチ/マンゴー パイン/ライチ ストロベリー/レモン ブルーベリー/メロン ライム,ブルーベリー,ブルーベリー,ココナッツ -> ブルーベリー,ココナッツ||ブルーベリー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,1,フルーツ系,Al Fakherココナッツのおすすめミックス,ピーチ/マンゴー パイン/ライチ ストロベリー/レモン ブルーベリー/メロン ライム,メロン,メロン,ココナッツ -> メロン,ココナッツ||メロン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,1,フルーツ系,Al Fakherココナッツのおすすめミックス,ピーチ/マンゴー パイン/ライチ ストロベリー/レモン ブルーベリー/メロン ライム,ライム,ライム,ココナッツ -> ライム,ココナッツ||ライム,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,2,スイーツ系,Al Fakherココナッツのおすすめミックス,バニラ/ミルク キャラメル/コーヒー チョコレート,バニラ,バニラ,ココナッツ -> バニラ,ココナッツ||バニラ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,2,スイーツ系,Al Fakherココナッツのおすすめミックス,バニラ/ミルク キャラメル/コーヒー チョコレート,ミルク,ミルク,ココナッツ -> ミルク,ココナッツ||ミルク,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,2,スイーツ系,Al Fakherココナッツのおすすめミックス,バニラ/ミルク キャラメル/コーヒー チョコレート,キャラメル,キャラメル,ココナッツ -> キャラメル,キャラメル||ココナッツ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,2,スイーツ系,Al Fakherココナッツのおすすめミックス,バニラ/ミルク キャラメル/コーヒー チョコレート,コーヒー,,,,unresolved,recommended_flavor_unregistered,False,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,2,スイーツ系,Al Fakherココナッツのおすすめミックス,バニラ/ミルク キャラメル/コーヒー チョコレート,チョコレート,チョコレート,ココナッツ -> チョコレート,ココナッツ||チョコレート,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,3,スパイス/フローラル系,Al Fakherココナッツのおすすめミックス,カルダモン ジンジャーエール アールグレイ シナモン,カルダモン,カルダモン,ココナッツ -> カルダモン,カルダモン||ココナッツ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,3,スパイス/フローラル系,Al Fakherココナッツのおすすめミックス,カルダモン ジンジャーエール アールグレイ シナモン,ジンジャーエール,ジンジャーエール,ココナッツ -> ジンジャーエール,ココナッツ||ジンジャーエール,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,3,スパイス/フローラル系,Al Fakherココナッツのおすすめミックス,カルダモン ジンジャーエール アールグレイ シナモン,アールグレイ,アールグレイ,ココナッツ -> アールグレイ,アールグレイ||ココナッツ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-coconut-review,https://shisha-lagos.com/af-coconut-review/,Al Fakherココナッツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,ココナッツ,ココナッツ,3,2,3,スパイス/フローラル系,Al Fakherココナッツのおすすめミックス,カルダモン ジンジャーエール アールグレイ シナモン,シナモン,シナモン,ココナッツ -> シナモン,ココナッツ||シナモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,レモン,レモン,オレンジ -> レモン,オレンジ||レモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,ライム,ライム,オレンジ -> ライム,オレンジ||ライム,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,グレープフルーツ,グレープフルーツ,オレンジ -> グレープフルーツ,オレンジ||グレープフルーツ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,パッションフルーツ,パッションフルーツ,オレンジ -> パッションフルーツ,オレンジ||パッションフルーツ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,グアバ,グアバ,オレンジ -> グアバ,オレンジ||グアバ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,マンゴー,マンゴー,オレンジ -> マンゴー,オレンジ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,ピーチ,ピーチ,オレンジ -> ピーチ,オレンジ||ピーチ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,グレナデン,,,,unresolved,recommended_flavor_unregistered,False,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,パイン,,,,unresolved,recommended_flavor_unregistered,False,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,りんご,,,,unresolved,recommended_flavor_unregistered,False,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,1,フルーツ系,Al Fakherオレンジのおすすめミックス,レモン/ライム グレープフルーツ パッションフルーツ グアバ/マンゴー ピーチ/グレナデン パイン/りんご メロン,メロン,メロン,オレンジ -> メロン,オレンジ||メロン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,2,スイーツ系,Al Fakherオレンジのおすすめミックス,バニラ/ミルク チョコレート,バニラ,バニラ,オレンジ -> バニラ,オレンジ||バニラ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,2,スイーツ系,Al Fakherオレンジのおすすめミックス,バニラ/ミルク チョコレート,ミルク,ミルク,オレンジ -> ミルク,オレンジ||ミルク,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,2,スイーツ系,Al Fakherオレンジのおすすめミックス,バニラ/ミルク チョコレート,チョコレート,チョコレート,オレンジ -> チョコレート,オレンジ||チョコレート,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,3,スパイス/フローラル系,Al Fakherオレンジのおすすめミックス,カルダモン シナモン ジンジャーエール アールグレイ ジャスミン,カルダモン,カルダモン,オレンジ -> カルダモン,オレンジ||カルダモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,3,スパイス/フローラル系,Al Fakherオレンジのおすすめミックス,カルダモン シナモン ジンジャーエール アールグレイ ジャスミン,シナモン,シナモン,オレンジ -> シナモン,オレンジ||シナモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,3,スパイス/フローラル系,Al Fakherオレンジのおすすめミックス,カルダモン シナモン ジンジャーエール アールグレイ ジャスミン,ジンジャーエール,ジンジャーエール,オレンジ -> ジンジャーエール,オレンジ||ジンジャーエール,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,3,スパイス/フローラル系,Al Fakherオレンジのおすすめミックス,カルダモン シナモン ジンジャーエール アールグレイ ジャスミン,アールグレイ,アールグレイ,オレンジ -> アールグレイ,アールグレイ||オレンジ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-orange-review,https://shisha-lagos.com/af-orange-review/,Al Fakherオレンジのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,オレンジ,オレンジ,3,2,3,スパイス/フローラル系,Al Fakherオレンジのおすすめミックス,カルダモン シナモン ジンジャーエール アールグレイ ジャスミン,ジャスミン,ジャスミン,オレンジ -> ジャスミン,オレンジ||ジャスミン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,ピーチ,ピーチ,マンゴー -> ピーチ,ピーチ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,グアバ,グアバ,マンゴー -> グアバ,グアバ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,レモン,レモン,マンゴー -> レモン,マンゴー||レモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,オレンジ,オレンジ,マンゴー -> オレンジ,オレンジ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,ゆず,,,,unresolved,recommended_flavor_unregistered,False,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,グレープ,グレープ,マンゴー -> グレープ,グレープ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,パッションフルーツ,パッションフルーツ,マンゴー -> パッションフルーツ,パッションフルーツ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,パイン,,,,unresolved,recommended_flavor_unregistered,False,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,1,フルーツ系,Al Fakherマンゴーのおすすめミックス,ピーチ/グアバ レモン/オレンジ ゆず/グレープ パッションフルーツ パイン/ココナッツ,ココナッツ,ココナッツ,マンゴー -> ココナッツ,ココナッツ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,2,スイーツ系,Al Fakherマンゴーのおすすめミックス,バニラ/ミルク,バニラ,バニラ,マンゴー -> バニラ,バニラ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,2,スイーツ系,Al Fakherマンゴーのおすすめミックス,バニラ/ミルク,ミルク,ミルク,マンゴー -> ミルク,マンゴー||ミルク,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,3,スパイス/フローラル系,Al Fakherマンゴーのおすすめミックス,ジンジャーエール カルダモン アールグレイ,ジンジャーエール,ジンジャーエール,マンゴー -> ジンジャーエール,ジンジャーエール||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,3,スパイス/フローラル系,Al Fakherマンゴーのおすすめミックス,ジンジャーエール カルダモン アールグレイ,カルダモン,カルダモン,マンゴー -> カルダモン,カルダモン||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-mango-review,https://shisha-lagos.com/af-mango-review/,Al Fakherマンゴーのフレーバーレビュー|特徴やおすすめミックスをご紹介,Al Fakher,マンゴー,マンゴー,3,2,3,スパイス/フローラル系,Al Fakherマンゴーのおすすめミックス,ジンジャーエール カルダモン アールグレイ,アールグレイ,アールグレイ,マンゴー -> アールグレイ,アールグレイ||マンゴー,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-grapefruit-review,https://shisha-lagos.com/af-grapefruit-review/,Al Fakherグレープフルーツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,グレープフルーツ,グレープフルーツ,3,2,1,フルーツ系,Al Fakherグレープフルーツのおすすめミックス,レモン/オレンジ グアバ/グレープ グレナデン/ピーチ パッションフルーツ,レモン,レモン,グレープフルーツ -> レモン,グレープフルーツ||レモン,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-grapefruit-review,https://shisha-lagos.com/af-grapefruit-review/,Al Fakherグレープフルーツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,グレープフルーツ,グレープフルーツ,3,2,1,フルーツ系,Al Fakherグレープフルーツのおすすめミックス,レモン/オレンジ グアバ/グレープ グレナデン/ピーチ パッションフルーツ,オレンジ,オレンジ,グレープフルーツ -> オレンジ,オレンジ||グレープフルーツ,ok,,True,False,False
shisha_lagos,editorial_review,lagos_af-grapefruit-review,https://shisha-lagos.com/af-grapefruit-review/,Al Fakherグレープフルーツのフレーバーレビュー|特徴やおすすめミックスなど,Al Fakher,グレープフルーツ,グレープフルーツ,3,2,1,フルーツ系,Al Fakherグレープフルーツのおすすめミックス,レモン/オレンジ グアバ/グレープ グレナデン/ピーチ パッションフルーツ,グアバ,グアバ,グレープフルーツ -> グアバ,グアバ||グレープフルーツ,ok,,True,False,False
