analysis_type,condition,pair_rank,flavor_a,flavor_b,pair_key,cooccurrence_count,lift,review_id,review_title,review_url,matched_context,extracted_flavors_in_review,flavor_count_in_review,has_mix_keyword,manual_label,manual_note,auto_label,auto_confidence,auto_reason,matched_rule,needs_manual_review,reviewer_label,reviewer_note
conditionB_cooccurrence_top10,limited_2_5,4,バニラ,ミルク,バニラ||ミルク,6,1.6425339366515800,R0152,DOZAJ – HazelNut(ヘーゼルナッツ)レビュー,https://cloud-jp.net/dozaj-hazelnut/,・ヘーゼルナッツ、シナモン、バニラ ヘーゼルナッツとシナモンの上品な香りを楽しむミックス。 バニラのまろやかな甘さを追加。 ・ヘーゼルナッツ、キャラメル、ミルク キャラメルでぐっとお菓子寄りに、ほんのりミルクを添えて。,キャラメル|シナモン|バニラ|ヘーゼルナッツ|ミルク,5,TRUE,,,co_mention_only,medium,対象2フレーバーは同一レビュー内に出現するが、同一文脈では結び付いていない,separate_context_mentions,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,4,バニラ,ミルク,バニラ||ミルク,6,1.6425339366515800,R0166,旬-SHUN- PEAR,https://cloud-jp.net/shun-pear/,・【旬-shun-】ペアー(40%)・【Debaj】ミルク(30%)・【AlFakher】バニラ(30%),アールグレイ|バニラ|ペア|ミルク|ライチ,5,TRUE,,,co_mention_only,medium,対象2フレーバーは同一レビュー内に出現するが、同一文脈では結び付いていない,separate_context_mentions,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,5,ミント,レモン,ミント||レモン,6,1.9206349206349200,R0051,MALAKI – Cool Breeze(クールブリーズ),https://cloud-jp.net/malaki-coolbreeze/,・クールブリーズ×ミント×レモン – レモンの酸味とミントの清涼感、そしてクールブリーズの特徴ある後味が調和されたミックスです。,クールブリーズ|ミント|メロン|レモン,4,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_cooccurrence_top10,limited_2_5,5,ミント,レモン,ミント||レモン,6,1.9206349206349200,R0064,MALAKI – Mint(ミント),https://cloud-jp.net/malaki-mint/,・ミント×レモン×ライチ – ミントの幅の広さを考え、あえて王道に近いミックスを選びました。,ミント|ライチ|レモン,3,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_cooccurrence_top10,limited_2_5,5,ミント,レモン,ミント||レモン,6,1.9206349206349200,R0122,DOZAJ – LindenTea(リンデンティー)レビュー,https://cloud-jp.net/dozaj-lindentea/,"が楽しめます。
また、Social SmokeのHongKong MilkTeaを入れてミルクティーっぽく仕上げても美味しいところ。
他にはシトラスやグレープ、ミントといったフレーバーも間違いないです。(ただ、Al Fakherのように単体の味わいがしっかりしているフレーバーじゃないと香り負けする気がします。)
ご購入はこちらから
DOZAJ(ドザジ) – LindenTea(リンデンティー)はCLOUD SHOPにてご購入いただけます！",ミルク|ミント|リンデンティー|レモン,4,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,unclear,文脈で確認できない
conditionB_cooccurrence_top10,limited_2_5,6,アールグレイ,コニャック,アールグレイ||コニャック,5,11.0,R0035,MALAKI – Wild(ワイルド),https://cloud-jp.net/malaki-wild/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。 ・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,アールグレイ|コニャック|シガー|バニラ,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,6,アールグレイ,コニャック,アールグレイ||コニャック,5,11.0,R0037,MALAKI – Velvet(ベルベット),https://cloud-jp.net/malaki-velvet/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。 ・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,アールグレイ|コニャック|バニラ|ベルベット,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,6,アールグレイ,コニャック,アールグレイ||コニャック,5,11.0,R0038,MALAKI – Specra(スペクトラ),https://cloud-jp.net/malaki-specra/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。 ・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,アールグレイ|コニャック|スペクトラ|バニラ,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,7,コニャック,バニラ,コニャック||バニラ,5,7.117647058823530,R0035,MALAKI – Wild(ワイルド),https://cloud-jp.net/malaki-wild/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。,アールグレイ|コニャック|シガー|バニラ,4,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_cooccurrence_top10,limited_2_5,7,コニャック,バニラ,コニャック||バニラ,5,7.117647058823530,R0037,MALAKI – Velvet(ベルベット),https://cloud-jp.net/malaki-velvet/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。,アールグレイ|コニャック|バニラ|ベルベット,4,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_cooccurrence_top10,limited_2_5,7,コニャック,バニラ,コニャック||バニラ,5,7.117647058823530,R0038,MALAKI – Specra(スペクトラ),https://cloud-jp.net/malaki-specra/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。,アールグレイ|コニャック|スペクトラ|バニラ,4,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_cooccurrence_top10,limited_2_5,8,バナナ,ミルク,バナナ||ミルク,5,2.1153846153846200,R0091,TROY – Banana Milk(バナナミルク)レビュー,https://cloud-jp.net/troy-bananamilk/,TROY – Banana Milk(バナナミルク)の特徴,バナナ|ミルク,2,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_cooccurrence_top10,limited_2_5,8,バナナ,ミルク,バナナ||ミルク,5,2.1153846153846200,R0157,TROY – ICE BANANA(アイスバナナ)レビュー,https://cloud-jp.net/troy-icebanana/,吸った瞬間はバナナオレからミルクの濃厚な甘さを抜いたような、バナナの風味をしっかりと感じられる。,バナナ|ミルク,2,TRUE,,,unclear,low,判定ルールが十分な根拠を持たず、人手確認が必要,conflicting_rules,TRUE,unclear,文脈で確認できない
conditionB_cooccurrence_top10,limited_2_5,8,バナナ,ミルク,バナナ||ミルク,5,2.1153846153846200,R0213,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/,Social Smoke(ソーシャルスモーク) Banana Foster(バナナフォスター)のレビュー DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー,カルダモンミルク|バナナ|ベリー|ミルク|モヒート,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_cooccurrence_top10,limited_2_5,9,ミルク,メロン,ミルク||メロン,5,2.326923076923080,R0090,TROY – Melon Milk(メロンミルク)レビュー,https://cloud-jp.net/troy-melonmilk/,TROY – Melon Milk(メロンミルク)の特徴,ミルク|メロン,2,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_cooccurrence_top10,limited_2_5,9,ミルク,メロン,ミルク||メロン,5,2.326923076923080,R0169,旬-SHUN- MELON,https://cloud-jp.net/shun-melon/,ミルクと合わせて、まったりしたフルーツの甘みを生かした、”メロンジュース”の味を表現するのに、ミルクなどと合わせるのが個人的には非常におすすめです。,ハニー|ミルク|メロン,3,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_cooccurrence_top10,limited_2_5,9,ミルク,メロン,ミルク||メロン,5,2.326923076923080,R0198,AlFakher Vanilla(バニラ)レビュー,https://cloud-jp.net/alfakher-vanilla-review/,アルファーヘルのバニラを使ったミックスには、チャイやキャラメル、メロン、ハニー、ココナッツ、ミルク、チョコレートなど甘いフレーバーとの相性は抜群です。,ココナッツ|ハニー|バニラ|ミルク|メロン,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,10,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,4,5.5,R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,オレンジピールやグレープフルーツの苦味や渋味が強く感じられ、その奥に柑橘系の爽やかな香りが存在します。,オレンジ|グアバ|グレープフルーツ|パッションフルーツ|ビタースイート,5,TRUE,,,unclear,low,判定ルールが十分な根拠を持たず、人手確認が必要,conflicting_rules,TRUE,unclear,文脈で確認できない
conditionB_cooccurrence_top10,limited_2_5,10,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,4,5.5,R0195,Al Fakher Grenadine(グレナデン)レビュー,https://cloud-jp.net/alfakher-grenadine-review/,グアバやレモン、グレープフルーツ、オレンジ、ベリー系などとミックスすれば間違いなしです。,オレンジ|グレープフルーツ|ベリー,3,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,co_mention_only,別々のミックス
conditionB_cooccurrence_top10,limited_2_5,10,オレンジ,グレープフルーツ,オレンジ||グレープフルーツ,4,5.5,R0202,Social Smoke JapaneseYuzu(ジャパニーズユズ)レビュー,https://cloud-jp.net/socialsmoke-japaneseyuzu-review/,ジャパニーズゆずを使ったミックスには、グレープフルーツ、オレンジ、レモンなどの同系統は間違いなくぴったりです。,オレンジ|グレープフルーツ|ジャパニーズユズ,3,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,co_mention_only,別々のミックス
conditionB_lift_top10_min2,limited_2_5,1,カルダモンミルク,モヒート,カルダモンミルク||モヒート,3,18.15,R0213,AlFakher Mojito(モヒート)レビュー,https://cloud-jp.net/alfakher-mojito-review/,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー ALFAKHER MOJITO(モヒート)レビュー,カルダモンミルク|バナナ|ベリー|ミルク|モヒート,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,1,カルダモンミルク,モヒート,カルダモンミルク||モヒート,3,18.15,R0214,Golden Layalina BTS(ビーティーエス)レビュー,https://cloud-jp.net/goldenlayalina-bts-review/,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー ALFAKHER MOJITO(モヒート)レビュー,BTS|カルダモンミルク|バナナ|ミルク|モヒート,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,1,カルダモンミルク,モヒート,カルダモンミルク||モヒート,3,18.15,R0216,Al Fakher Rose(ローズ)レビュー,https://cloud-jp.net/alfakher-rose-review/,DEBAJ CARDAMOM MILK(カルダモンミルク)レビュー ALFAKHER MOJITO(モヒート)レビュー,カルダモンミルク|バナナ|ミルク|モヒート|ローズ,5,TRUE,,,co_mention_only,high,商品紹介・特徴説明・一覧文脈での同時言及に留まり、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,2,カルダモン,チェリー,カルダモン||チェリー,2,12.1,R0054,MALAKI – Amazon(アマゾン),https://cloud-jp.net/malaki-amazon/,癖の少ないグアバやキウイフルーツの甘み、苦味、チェリーのような酸味、メインの印象で、カルダモンのようなスパイシーさも若干感じられます。,アマゾン|カルダモン|グアバ|チェリー|パイナップル,5,TRUE,,,unclear,low,判定ルールが十分な根拠を持たず、人手確認が必要,conflicting_rules,TRUE,unclear,文脈で確認できない
conditionB_lift_top10_min2,limited_2_5,2,カルダモン,チェリー,カルダモン||チェリー,2,12.1,R0062,MALAKI – Gum Cinnamon(ガムシナモン),https://cloud-jp.net/malaki-gumcinnamon/,・ガムシナモン×カルダモン×レバニーズボムシェル – スパイシーでフローラルなカルダモンとウッディな森林の香りを足したミックスです。 ・ガムシナモン×パンドラボックス×チェリー – チェリーの甘酸っぱさを足すことで、アメリカのお菓子のような面白い味わいを実現します。,カルダモン|ガムシナモン|チェリー,3,TRUE,,,co_mention_only,medium,対象2フレーバーは同一レビュー内に出現するが、同一文脈では結び付いていない,separate_context_mentions,FALSE,co_mention_only,別々のミックス
conditionB_lift_top10_min2,limited_2_5,3,アールグレイ,コニャック,アールグレイ||コニャック,5,11.0,R0035,MALAKI – Wild(ワイルド),https://cloud-jp.net/malaki-wild/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。 ・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,アールグレイ|コニャック|シガー|バニラ,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_lift_top10_min2,limited_2_5,3,アールグレイ,コニャック,アールグレイ||コニャック,5,11.0,R0037,MALAKI – Velvet(ベルベット),https://cloud-jp.net/malaki-velvet/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。 ・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,アールグレイ|コニャック|バニラ|ベルベット,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_lift_top10_min2,limited_2_5,3,アールグレイ,コニャック,アールグレイ||コニャック,5,11.0,R0038,MALAKI – Specra(スペクトラ),https://cloud-jp.net/malaki-specra/,・ワイルド×バニラ×コニャック – 甘さとスモーキーな香りを重ねて上品な香りを楽しむミックス。 ・ワイルド×ナワール×アールグレイ – お花と紅茶の香りを足して、ワイルドがいつものいい香りの後味をまとめてくれます。,アールグレイ|コニャック|スペクトラ|バニラ,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,別々のミックス
conditionB_lift_top10_min2,limited_2_5,4,グレープ,グレープミント,グレープ||グレープミント,2,9.307692307692310,R0047,MALAKI – Grape Mint(グレープミント),https://cloud-jp.net/malaki-grapemint/,MALAKI – Grape Mint(グレープミント)の特徴,グレープ|グレープミント|ジャスミン|ミント|ライチ,5,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,4,グレープ,グレープミント,グレープ||グレープミント,2,9.307692307692310,R0107,Tabu – Grape Mint(グレープミント)レビュー,https://cloud-jp.net/tabu-grapemint/,tabu Grape Mint(グレープミント)の特徴,キウイ|グレープ|グレープミント|ミント,4,TRUE,,,co_mention_only,high,ランキング・一覧・紹介文脈での列挙が中心で、同一ミックスの根拠が弱い,product_list_context,FALSE,co_mention_only,商品名・単一フレーバー名
conditionB_lift_top10_min2,limited_2_5,5,グアバ,パッションフルーツ,グアバ||パッションフルーツ,3,9.075,R0056,MALAKI – Bitter Sweet(ビタースイート),https://cloud-jp.net/malaki-bittersweet/,・ビタースイート×グアバ×パッションフルーツ – 南国系のフルーツミックスにちょい足しです。,オレンジ|グアバ|グレープフルーツ|パッションフルーツ|ビタースイート,5,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_lift_top10_min2,limited_2_5,5,グアバ,パッションフルーツ,グアバ||パッションフルーツ,3,9.075,R0067,DOZAJ – Fig(フィグ)レビュー,https://cloud-jp.net/dozaj-fig/,・フィグ×グアバ×パッションフルーツ – 甘さのバランスがよく、後味の渋味で南国っぽい気分になれるミックスです。,グアバ|ココナッツ|ハニー|パッションフルーツ|フィグ,5,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_lift_top10_min2,limited_2_5,5,グアバ,パッションフルーツ,グアバ||パッションフルーツ,3,9.075,R0102,Tabu – Tropical Juice(トロピカルジュース)レビュー,https://cloud-jp.net/tabu-tropicaljuice/,"ースは、まさに夏を思い出させるフルーティーでジューシーな南国のトロピカルフルーツをふんだんに使ったようなフレーバーです。
しっかり熟したマンゴーの芳醇な甘味に、パッションフルーツ、パイナップルの甘酸っぱさが相まって壮大な南国の恵みを感じさせてくれます。
また、ジュースといっても単純にフルーティーで甘いだけでなく、酸味や渋みもしっかりと表現されており、味のバランス・再現度共に素晴らしいフレーバーです。
火力を上げると酸味や渋みが少し強く出るので、よりフルーティーな香りを出したい場合は火力が上がりすぎないよう、温度帯に気をつけることをおすすめします。
Tabu Tropical Juiceのおすす",グアバ|パッションフルーツ|レモン,3,TRUE,,,unclear,low,対象2フレーバーの両方が文脈内で確認できない,missing_target_flavor,TRUE,unclear,文脈で確認できない
conditionB_lift_top10_min2,limited_2_5,6,ブルーベリー,ミントクリーム,ブルーベリー||ミントクリーム,2,8.962962962962960,R0048,MALAKI – Gum(ガム),https://cloud-jp.net/malaki-gum/,・ガム×ブルーベリー×ミントクリーム – 清涼感のあるガムと、ブルーベリーの甘酸っぱくて爽やかな香りが良く合っています。,カルダモン|シナモン|ブルーベリー|ミントクリーム,4,TRUE,,,unclear,low,判定ルールが十分な根拠を持たず、人手確認が必要,conflicting_rules,TRUE,unclear,文脈で確認できない
conditionB_lift_top10_min2,limited_2_5,6,ブルーベリー,ミントクリーム,ブルーベリー||ミントクリーム,2,8.962962962962960,R0052,MALAKI – Blue Cloud(ブルークラウド),https://cloud-jp.net/malaki-bluecloud/,・ブルークラウド×ミントクリーム×バニラ – ブルーベリーのお菓子屋シェイクのようなミックスです。,バニラ|ブルークラウド|ブルーヘブン|ブルーベリー|ミントクリーム,5,TRUE,,,explicit_mix,high,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,FALSE,explicit_mix,対象2フレーバーが同一ミックス内に明記されている
conditionB_lift_top10_min2,limited_2_5,7,アサイー,ベリー,アサイー||ベリー,2,8.642857142857140,R0095,Tabu – Berry Tic-Tac(ベリーティックタック)レビュー,https://cloud-jp.net/tabu-berrytictac/,また、ラズベリーやストロベリー、アサイーベリーなど他のベリー系のフレーバーとミックスするのもおすすめです。,アサイー|ブルーベリー|ベリー|ラズベリー|ローズ,5,TRUE,,,explicit_mix,medium,本文中に明示的なミックス表現があり、対象2フレーバーが同一文脈に並記されている,explicit_keyword_with_both_flavors,TRUE,co_mention_only,別々のミックス
