flavor_a,flavor_b,pair_key,pair_count,same_sentence_count,same_document_count,evidence_document_count,positive_expression_count,negative_expression_count,positive_document_ratio,negative_document_ratio,taste_role_explanation_count,taste_role_explanation_ratio,taste_sweetness_count,taste_acidity_count,taste_bitterness_count,taste_roastiness_count,taste_richness_count,taste_fruity_count,taste_spicy_count,experience_coolness_count,experience_smoothness_count,experience_heaviness_count,experience_balance_count,experience_aroma_count,experience_smoke_count,evaluation_positive_count,evaluation_negative_count
オレンジ,ミント,オレンジ||ミント,3,3,3,3,1,0,0.3333333333333333,0.0,1,0.3333333333333333,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
ハニー,バニラ,ハニー||バニラ,3,2,3,3,1,0,0.3333333333333333,0.0,2,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
カルダモン,チェリー,カルダモン||チェリー,2,0,2,2,0,0,0.0,0.0,2,1.0,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0
グレープ,グレープミント,グレープ||グレープミント,2,2,2,2,2,0,1.0,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ブルーベリー,ミントクリーム,ブルーベリー||ミントクリーム,2,2,2,2,0,0,0.0,0.0,1,0.5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
アサイー,ベリー,アサイー||ベリー,2,2,2,2,1,0,0.5,0.0,1,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
カルダモン,シナモン,カルダモン||シナモン,2,2,2,2,1,0,0.5,0.0,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ウォーターメロン/スイカ,メロン,ウォーターメロン/スイカ||メロン,2,1,2,2,2,0,1.0,0.0,1,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,4,0
オレンジ,タンジェリン,オレンジ||タンジェリン,2,1,2,2,0,0,0.0,0.0,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
カプチーノ,バニラ,カプチーノ||バニラ,2,0,2,2,0,0,0.0,0.0,2,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ゴールデンデリシャスアップル,シナモン,ゴールデンデリシャスアップル||シナモン,2,0,2,2,0,0,0.0,0.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グアバ,パイナップル,グアバ||パイナップル,2,2,2,2,0,0,0.0,0.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グレープミント,ミント,グレープミント||ミント,2,2,2,2,2,0,1.0,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
キャラメル,ココナッツ,キャラメル||ココナッツ,2,2,2,2,0,0,0.0,0.0,2,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キャラメル,シナモン,キャラメル||シナモン,2,1,2,2,1,0,0.5,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
バナナ,ピーチ,バナナ||ピーチ,2,1,2,2,0,0,0.0,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アールグレイ,ライチ,アールグレイ||ライチ,2,0,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グレープ,ピーチ,グレープ||ピーチ,2,0,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
キャラメル,バナナ,キャラメル||バナナ,2,0,2,2,1,0,0.5,0.0,2,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0
オレンジ,ライム,オレンジ||ライム,2,1,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
ストロベリー,ミント,ストロベリー||ミント,2,0,2,2,2,0,1.0,0.0,2,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0
オレンジ,グアバ,オレンジ||グアバ,2,0,2,2,0,0,0.0,0.0,2,1.0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0
キャラメル,ハニー,キャラメル||ハニー,2,2,2,2,1,0,0.5,0.0,1,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0
ペア,レモン,ペア||レモン,2,2,2,2,0,0,0.0,0.0,1,0.5,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0
モヒート,レモン,モヒート||レモン,2,2,2,2,1,0,0.5,0.0,1,0.5,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
キャラメル,バニラ,キャラメル||バニラ,2,1,2,2,0,0,0.0,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ストロベリー,ミルク,ストロベリー||ミルク,2,0,2,2,2,0,1.0,0.0,2,1.0,2,1,0,0,0,1,0,0,0,0,0,0,1,6,0
オレンジ,マンゴー,オレンジ||マンゴー,2,0,2,2,1,0,0.5,0.0,2,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0
バナナ,マンゴー,バナナ||マンゴー,2,0,2,2,1,0,0.5,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
グレープ,ブルーベリー,グレープ||ブルーベリー,2,0,2,2,1,0,0.5,0.0,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0
ココナッツ,バニラ,ココナッツ||バニラ,2,1,2,2,1,0,0.5,0.0,2,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0
ライチ,レモン,ライチ||レモン,2,1,2,2,1,0,0.5,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
ライム,レモン,ライム||レモン,2,2,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペア,ミルク,ペア||ミルク,2,0,2,2,1,0,0.5,0.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
ミント,ライチ,ミント||ライチ,2,1,2,2,1,0,0.5,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
ハニー,マンゴー,ハニー||マンゴー,2,0,2,2,2,0,1.0,0.0,2,1.0,1,0,0,0,1,1,0,0,0,0,0,2,1,6,0
バニラ,ブルーベリー,バニラ||ブルーベリー,2,1,2,2,0,0,0.0,0.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キャラメル,ミルク,キャラメル||ミルク,2,2,2,2,0,0,0.0,0.0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
グレープフルーツ,ミント,グレープフルーツ||ミント,2,2,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ハニー,バナナ,ハニー||バナナ,2,1,2,2,2,0,1.0,0.0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
バニラ,メロン,バニラ||メロン,2,0,2,2,1,0,0.5,0.0,2,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0
ブルーベリー,ミント,ブルーベリー||ミント,2,2,2,2,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
シナモン,ミルク,シナモン||ミルク,2,0,2,2,1,0,0.5,0.0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0
バナナ,バニラ,バナナ||バニラ,2,1,2,2,2,0,1.0,0.0,2,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
オレンジ,レモン,オレンジ||レモン,2,1,2,2,0,0,0.0,0.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ベリー,レモン,ベリー||レモン,2,1,2,2,1,0,0.5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ベリー,ミント,ベリー||ミント,2,1,2,2,1,0,0.5,0.0,2,1.0,0,1,0,0,1,0,0,5,0,1,1,1,0,1,0
バニラ,ミント,バニラ||ミント,2,0,2,2,1,0,0.5,0.0,2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
ベリー,ミルク,ベリー||ミルク,2,0,2,2,0,0,0.0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミルク,ミント,ミルク||ミント,2,0,2,2,2,0,1.0,0.0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0
